Date;ID;Short_ID;Born date;Age;Gen;ATFs;Sex;Weight;ATF;ColorCode;Sex
44203;R6/2-C2-1-RAA;#¿NOMBRE?;;9;+;NI;Macho;28;HTT+NI;#994F00;Male
44279;289838604;8604;;10;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44279;289838715;8715;;10;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44279;289838727;8727;;10;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44279;289846849;6849;;10;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44279;289838247;8247;;10;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44210;R6/2-B2-1-R00;#¿NOMBRE?;;10;+;NI;Macho;26;HTT+NI;#994F00;Male
44279;289847293;7293;;10;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44279;6388;6388;;10;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44279;289846967;6967;;10;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44279;289838817;8817;;10;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44636;290219115;9115;;10;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44636;290219543;9543;;10;-;NI;Macho;31;HTT-NI;#0C7BDC;Male
44636;290219368;9368;;10;-;NI;Macho;32;HTT-NI;#0C7BDC;Male
44217;R6/2-D1-1-00;1-00;;11;+;NI;Macho;11,42857143;HTT+NI;#994F00;Male
44636;290219143;9143;;11;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44287;6694;6694;;11;+;NI;Hembra;18;HTT+NI;#994F00;Female
44287;7264;7264;;11;+;NI;Hembra;18;HTT+NI;#994F00;Female
44274;289838582;8582;;10;+;NoED;Hembra;20;PSD95-6ZF-NoED;#E69F00;Female
44221;R6/2-C2-1-RAA;#¿NOMBRE?;;11;+;NI;Macho;19;HTT+NI;#994F00;Male
44627;290219416;9416;;10;+;VP64;Macho;25;PSD95-6ZF-VP64;#009E73;Male
44600;290219548;9548;;6;+;VP64;Hembra;18;PSD95-6ZF-VP64;#009E73;Female
44627;290219416;9416;;11;+;VP64;Macho;25;PSD95-6ZF-VP64;#009E73;Male
44621;290219548;9548;;9;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44636;290219423;9423;;11;-;NI;Hembra;20;HTT-NI;#0C7BDC;Female
44287;7190;7190;44212;11;+;NI;Hembra;20;HTT+NI;#994F00;Female
44627;290219548;9548;;10;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44352;289838791;8791;;11;-;NI;Hembra*;20;HTT-NI;#0C7BDC;Female
44287;289838831;8831;;11;+;NI;Macho;21;HTT+NI;#994F00;Male
44279;289838582;8582;;11;+;NoED;Hembra;21;PSD95-6ZF-NoED;#E69F00;Female
44631;290219172;9172;;9;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44221;R6/2-A2-1-00;1-00;;11;+;NI;Macho;21;HTT+NI;#994F00;Male
44636;290219548;9548;;11;+;VP64;Hembra;19;PSD95-6ZF-VP64;#009E73;Female
44636;290219172;9172;;10;+;NoED;Macho;23;PSD95-6ZF-NoED;#E69F00;Male
44287;3005;3005;;11;+;NI;Hembra;22;HTT+NI;#994F00;Female
44216;R6/2-C2-1-RAA;#¿NOMBRE?;;11;+;NI;Macho;22;HTT+NI;#994F00;Male
44217;R6/2-C2-1;C2-1;;11;+;NI;Macho;22;HTT+NI;#994F00;Male
44221;R6/2-C2-1;C2-1;;11;+;NI;Macho;22;HTT+NI;#994F00;Male
44627;290219691;9691;;9;+;NoED;Hembra;26;PSD95-6ZF-NoED;#E69F00;Female
44279;289838910;8910;;11;-;NI;hembra;23;HTT-NI;#0C7BDC;Female
44636;290219714;9714;;11;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44636;290219119;9119;;11;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44636;290219641;9641;;11;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44643;290219316;9316;;11;-;NI;Hembra;23;HTT-NI;#0C7BDC;Female
44217;R6/2-C2-1;C2-1;;11;+;NI;Macho;23;HTT+NI;#994F00;Male
44221;R6/2-C2-1;C2-1;;11;+;NI;Macho;23;HTT+NI;#994F00;Male
44221;R6/2-E1-1;E1-1;;11;+;NI;Macho;23;HTT+NI;#994F00;Male
44636;290219691;9691;;10;+;NoED;Hembra;18;PSD95-6ZF-NoED;#E69F00;Female
44287;289838887;8887;;11;-;NI;Macho;24;HTT-NI;#0C7BDC;Male
44287;6274;6274;;11;+;NI;Hembra;24;HTT+NI;#994F00;Female
44217;R6/2-A2-1-00;1-00;;11;+;NI;Macho;24;HTT+NI;#994F00;Male
44352;289756897;6897;;11;-;NI;Hembra*;24;HTT-NI;#0C7BDC;Female
44287;289838416;8416;;11;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44287;289838715;8715;;11;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44287;6608;6608;;11;-;NI;Hembra;25;HTT-NI;#0C7BDC;Female
44287;8966;8966;;11;-;NI;Hembra;25;HTT-NI;#0C7BDC;Female
44279;287556747;6747;;11;+;NI;Macho;25;HTT+NI;#994F00;Male
44287;289847118;7118;;11;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44287;289846849;6849;;11;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44217;R6/2-B2-1-R00;#¿NOMBRE?;;11;+;NI;Macho;26;HTT+NI;#994F00;Male
44287;289838727;8727;;11;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44287;289838247;8247;;11;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44287;289847293;7293;;11;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44287;289846967;6967;;11;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44287;289838817;8817;;11;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44636;290219824;9824;;11;-;NI;Hembra;29;HTT-NI;#0C7BDC;Female
44287;289838515;8515;;12;;VP64;Hembra;13;PSD95-6ZF-VP64;#009E73;Female
44287;287257800;7800;;12;+;VP64;Macho;14;PSD95-6ZF-VP64;#009E73;Male
44353;289838941;8941;;12;+;VP64;Hembra*;15;PSD95-6ZF-VP64;#009E73;Female
44295;289838831;8831;;12;+;NI;Macho;18;HTT+NI;#994F00;Male
44295;6694;6694;;12;+;NI;Hembra;18;HTT+NI;#994F00;Female
44295;7264;7264;;12;+;NI;Hembra;18;HTT+NI;#994F00;Female
44295;7190;7190;44212;12;+;NI;Hembra;19;HTT+NI;#994F00;Female
44287;287523931;3931;;12;+;NoED;Hembra;19;PSD95-6ZF-NoED;#E69F00;Female
44221;R6/2-D1-1;D1-1;;12;+;NI;Macho;19;HTT+NI;#994F00;Male
44287;289756706;6706;;12;+;NoED;Macho;19;PSD95-6ZF-NoED;#E69F00;Male
44226;R6/2-A2-1-00;1-00;;12;+;NI;Macho;20;HTT+NI;#994F00;Male
44287;289838930;8930;;12;+;VP64;Hembra;20;PSD95-6ZF-VP64;#009E73;Female
44295;3005;3005;;12;+;NI;Hembra;21;HTT+NI;#994F00;Female
44352;287585371;5371;;12;-;Tripan;Hembra*;21;HTT-NI;#0C7BDC;Female
44353;289838225;8225;;12;-;NI;Hembra*;21;HTT-NI;#0C7BDC;Female
44353;289838718;8718;;12;-;NI;Hembra*;21;HTT-NI;#0C7BDC;Female
44287;289838582;8582;;12;+;NoED;Hembra;22;PSD95-6ZF-NoED;#E69F00;Female
44226;R6/2-C2-1;C2-1;;12;+;NI;Macho;22;HTT+NI;#994F00;Male
44226;R6/2-C2-1;C2-1;;12;+;NI;Macho;22;HTT+NI;#994F00;Male
44226;R6/2-B2-1-R00;#¿NOMBRE?;;12;+;NI;Macho;22;HTT+NI;#994F00;Male
44295;6274;6274;;12;+;NI;Hembra;23;HTT+NI;#994F00;Female
44287;287556747;6747;;12;+;NI;Macho;23;HTT+NI;#994F00;Male
44226;R6/2-B2-1;B2-1;;12;+;NI;Macho;23;HTT+NI;#994F00;Male
44221;R6/2-B2-1-R00;#¿NOMBRE?;;12;+;NI;Macho;24;HTT+NI;#994F00;Male
44287;289838910;8910;;12;-;NI;hembra;25;HTT-NI;#0C7BDC;Female
44295;289838887;8887;;12;-;NI;Macho;25;HTT-NI;#0C7BDC;Male
44295;6608;6608;;12;-;NI;Hembra;25;HTT-NI;#0C7BDC;Female
44221;R6/2-B2-1;B2-1;;12;+;NI;Macho;25;HTT+NI;#994F00;Male
44295;289838727;8727;;12;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44295;289847118;7118;;12;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44295;289838715;8715;;12;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44295;289846849;6849;;12;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44352;287561632;1632;;12;-;NI;Macho*;27;HTT-NI;#0C7BDC;Male
44295;289846967;6967;;12;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44295;8966;8966;;12;-;NI;Hembra;28;HTT-NI;#0C7BDC;Female
44295;289847293;7293;;12;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44295;289838247;8247;;12;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44295;289838817;8817;;12;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44295;6388;6388;;12;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44295;289838515;8515;;13;;VP64;Hembra;10;PSD95-6ZF-VP64;#009E73;Female
44301;289838831;8831;;13;+;NI;Macho;15;HTT+NI;#994F00;Male
44305;7190;7190;44212;13;+;NI;Hembra;15;HTT+NI;#994F00;Female
44304;7264;7264;;13;+;NI;Hembra;15;HTT+NI;#994F00;Female
44295;289838930;8930;;13;+;VP64;Hembra;15;PSD95-6ZF-VP64;#009E73;Female
44301;7264;7264;;13;+;NI;Hembra;16;HTT+NI;#994F00;Female
44305;7153;7153;;13;+;NI;Macho;17;HTT+NI;#994F00;Male
44303;6274;6274;;13;+;NI;Hembra;18;HTT+NI;#994F00;Female
44305;7580;7580;;13;+;NI;Macho;18;HTT+NI;#994F00;Male
44295;287523931;3931;;13;+;NoED;Hembra;18;PSD95-6ZF-NoED;#E69F00;Female
44353;287650977;977;;13;+;NoED;Hembra;18;PSD95-6ZF-NoED;#E69F00;Female
44226;R6/2-D1-1;D1-1;;13;+;NI;Macho;19;HTT+NI;#994F00;Male
44301;6274;6274;;13;+;NI;Hembra;20;HTT+NI;#994F00;Female
44301;7190;7190;44212;13;+;NI;Hembra;20;HTT+NI;#994F00;Female
44301;6694;6694;;13;+;NI;Hembra;20;HTT+NI;#994F00;Female
44301;3005;3005;;13;+;NI;Hembra;21;HTT+NI;#994F00;Female
44304;3005;3005;;13;+;NI;Hembra;21;HTT+NI;#994F00;Female
44305;6914;6914;;13;+;NI;Macho;21;HTT+NI;#994F00;Male
44301;289838887;8887;;13;-;NI;Macho;23;HTT-NI;#0C7BDC;Male
44295;289838910;8910;;13;-;NI;hembra;24;HTT-NI;#0C7BDC;Female
44301;289838715;8715;;13;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44301;289838727;8727;;13;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44301;289847118;7118;;13;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44301;289846849;6849;;13;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44301;6608;6608;;13;-;NI;Hembra;28;HTT-NI;#0C7BDC;Female
44303;6608;6608;;13;-;NI;Hembra;28;HTT-NI;#0C7BDC;Female
44301;8966;8966;;13;-;NI;Hembra;28;HTT-NI;#0C7BDC;Female
44303;8966;8966;;13;-;NI;Hembra;28;HTT-NI;#0C7BDC;Female
44301;289847293;7293;;13;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44301;289838247;8247;;13;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44301;289846967;6967;;13;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44301;289838817;8817;;13;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44353;287020606;606;;13;+;NI;Hembra;;HTT+NI;#994F00;Female
44239;R6/2-A2-1-00;1-00;;14;+;NI;Macho;0;HTT+NI;#994F00;Male
44300;289838515;8515;;14;;VP64;Hembra;10;PSD95-6ZF-VP64;#009E73;Female
44304;289838831;8831;;14;+;NI;Macho;13;HTT+NI;#994F00;Male
44239;R6/2-C2-1-RAA;#¿NOMBRE?;;14;+;NI;Macho;14;HTT+NI;#994F00;Male
44239;R6/2-C2-1;C2-1;;14;+;NI;Macho;15;HTT+NI;#994F00;Male
44239;R6/2-C2-1;C2-1;;14;+;NI;Macho;15;HTT+NI;#994F00;Male
44301;289838930;8930;;14;+;VP64;Hembra;15;PSD95-6ZF-VP64;#009E73;Female
44239;R6/2-B2-1-R00;#¿NOMBRE?;;14;+;NI;Macho;16;HTT+NI;#994F00;Male
44301;287523931;3931;;14;+;NoED;Hembra;17;PSD95-6ZF-NoED;#E69F00;Female
44304;289838226;8226;;14;;NoED;Macho;17;PSD95-6ZF-NoED;#E69F00;Male
44304;286992078;2078;;14;+;NoED;Macho;18;PSD95-6ZF-NoED;#E69F00;Male
44295;289756706;6706;;14;+;NoED;muerto;19;PSD95-6ZF-NoED;#E69F00;Male
44239;R6/2-B2-1;B2-1;;14;+;NI;Macho;22;HTT+NI;#994F00;Male
44301;289838910;8910;;14;-;NI;hembra;25;HTT-NI;#0C7BDC;Female
44308;289838887;8887;;14;-;NI;Macho;26;HTT-NI;#0C7BDC;Male
44307;289847118;7118;;14;-;NI;Macho;27;HTT-NI;#0C7BDC;Male
44307;289838715;8715;;14;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44307;289838727;8727;;14;-;NI;Macho;28;HTT-NI;#0C7BDC;Male
44308;289846849;6849;;14;-;NI;Macho;29;HTT-NI;#0C7BDC;Male
44308;289847293;7293;;14;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44307;289838247;8247;;14;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44307;289846967;6967;;14;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44307;289838817;8817;;14;-;NI;Macho;30;HTT-NI;#0C7BDC;Male
44248;R6/2-C2-1-RAA;#¿NOMBRE?;;15;+;NI;Macho;0;HTT+NI;#994F00;Male
44248;R6/2-C2-1;C2-1;;15;+;NI;Macho;0;HTT+NI;#994F00;Male
44756;140722-2;22-feb;-;15;+;NI;Hembra;13;HTT+NI;#994F00;Female
44239;R6/2-D1-1;D1-1;;15;+;NI;Macho;14;HTT+NI;#994F00;Male
44239;R6/2-D1-1-00;1-00;;15;+;NI;Macho;14,57142857;HTT+NI;#994F00;Male
44756;140722-1;22-ene;-;15;+;NI;Hembra;15;HTT+NI;#994F00;Female
44304;287523931;3931;;15;+;NoED;Hembra;15;PSD95-6ZF-NoED;#E69F00;Female
44304;289756745;6745;;15;+;NoED;Macho;15;PSD95-6ZF-NoED;#E69F00;Male
44256;R6/2-C2-1;C2-1;;16;+;NI;Macho;0;HTT+NI;#994F00;Male
44256;R6/2-E1-1;E1-1;;16;+;NI;Macho;0;HTT+NI;#994F00;Male
44256;R6/2-D1-1;D1-1;;17;+;NI;Macho;0;HTT+NI;#994F00;Male
44256;R6/2-B2-1-R00;#¿NOMBRE?;;17;+;NI;Macho;0;HTT+NI;#994F00;Male
44254;R6/2-D1-1-00;1-00;;17;+;NI;Macho;16,71428571;HTT+NI;#994F00;Male
44831;290248680;8680;;18;+;NoED;Hembra;14;PSD95-6ZF-NoED;#E69F00;Female
