,VIDEO,ANIMAL,BODY-PART,SHAPE,ENTRY FRAMES,EXIT FRAMES
5,D1_C2A3,Animal_1,Nose,H13,13910,13951
6,D1_C2A3,Animal_1,Nose,H13,17351,17386
0,D1_C2A3,Animal_1,Nose,H7,4481,4512
1,D1_C2A3,Animal_1,Nose,H7,11581,11618
2,D1_C2A3,Animal_1,Nose,H7,14676,14701
3,D1_C2A3,Animal_1,Nose,H7,16878,16891
0,D1_C2A3,Animal_1,Nose,H19,6168,6213
1,D1_C2A3,Animal_1,Nose,H19,6228,6264
2,D1_C2A3,Animal_1,Nose,H19,9503,9533
3,D1_C2A3,Animal_1,Nose,H19,9576,9577
4,D1_C2A3,Animal_1,Nose,H19,9647,9660
5,D1_C2A3,Animal_1,Nose,H19,12749,12770
6,D1_C2A3,Animal_1,Nose,H19,15927,15928
0,D1_C2A3,Animal_1,Nose,H2,5503,5648
1,D1_C2A3,Animal_1,Nose,H2,10715,10716
2,D1_C2A3,Animal_1,Nose,H2,10718,10719
3,D1_C2A3,Animal_1,Nose,H2,10786,10786
4,D1_C2A3,Animal_1,Nose,H2,13191,13236
5,D1_C2A3,Animal_1,Nose,H2,16210,16225
0,D1_C2A3,Animal_1,Nose,H14,865,1088
1,D1_C2A3,Animal_1,Nose,H14,1135,1249
2,D1_C2A3,Animal_1,Nose,H14,1299,1322
3,D1_C2A3,Animal_1,Nose,H14,1388,1443
4,D1_C2A3,Animal_1,Nose,H14,1448,1448
5,D1_C2A3,Animal_1,Nose,H14,1450,1680
6,D1_C2A3,Animal_1,Nose,H14,1826,1870
7,D1_C2A3,Animal_1,Nose,H14,6849,6908
8,D1_C2A3,Animal_1,Nose,H14,8387,8430
9,D1_C2A3,Animal_1,Nose,H14,12330,12350
10,D1_C2A3,Animal_1,Nose,H14,14045,14057
11,D1_C2A3,Animal_1,Nose,H14,14077,14077
12,D1_C2A3,Animal_1,Nose,H14,15248,15358
13,D1_C2A3,Animal_1,Nose,H14,15382,15384
14,D1_C2A3,Animal_1,Nose,H14,15387,15392
15,D1_C2A3,Animal_1,Nose,H14,15407,15425
16,D1_C2A3,Animal_1,Nose,H14,15561,15574
17,D1_C2A3,Animal_1,Nose,H14,17497,17517
18,D1_C2A3,Animal_1,Nose,H14,17524,17544
0,D1_C2A3,Animal_1,Nose,H17,6467,6472
1,D1_C2A3,Animal_1,Nose,H17,6479,6530
2,D1_C2A3,Animal_1,Nose,H17,8156,8197
3,D1_C2A3,Animal_1,Nose,H17,9241,9244
4,D1_C2A3,Animal_1,Nose,H17,12550,12574
5,D1_C2A3,Animal_1,Nose,H17,15700,15722
6,D1_C2A3,Animal_1,Nose,H17,17737,17776
0,D1_C2A3,Animal_1,Nose,H8,4032,4054
1,D1_C2A3,Animal_1,Nose,H8,4105,4117
2,D1_C2A3,Animal_1,Nose,H8,4131,4162
3,D1_C2A3,Animal_1,Nose,H8,4164,4199
4,D1_C2A3,Animal_1,Nose,H8,4206,4253
5,D1_C2A3,Animal_1,Nose,H8,4255,4256
6,D1_C2A3,Animal_1,Nose,H8,4279,4279
7,D1_C2A3,Animal_1,Nose,H8,4281,4367
8,D1_C2A3,Animal_1,Nose,H8,11656,11681
9,D1_C2A3,Animal_1,Nose,H8,14807,14810
10,D1_C2A3,Animal_1,Nose,H8,16933,16934
0,D1_C2A3,Animal_1,Nose,H1,5746,5825
1,D1_C2A3,Animal_1,Nose,H1,10233,10263
2,D1_C2A3,Animal_1,Nose,H1,10292,10521
3,D1_C2A3,Animal_1,Nose,H1,13108,13109
4,D1_C2A3,Animal_1,Nose,H1,13114,13146
0,D1_C2A3,Animal_1,Nose,H4,5174,5278
1,D1_C2A3,Animal_1,Nose,H4,11041,11048
2,D1_C2A3,Animal_1,Nose,H4,11072,11085
3,D1_C2A3,Animal_1,Nose,H4,14407,14464
4,D1_C2A3,Animal_1,Nose,H4,16428,16442
0,D1_C2A3,Animal_1,Nose,H16,6568,6622
1,D1_C2A3,Animal_1,Nose,H16,8224,8256
2,D1_C2A3,Animal_1,Nose,H16,9045,9097
3,D1_C2A3,Animal_1,Nose,H16,12457,12507
4,D1_C2A3,Animal_1,Nose,H16,15648,15666
5,D1_C2A3,Animal_1,Nose,H16,15672,15679
6,D1_C2A3,Animal_1,Nose,H16,17660,17660
7,D1_C2A3,Animal_1,Nose,H16,17662,17674
0,D1_C2A3,Animal_1,Nose,H11,7120,7135
1,D1_C2A3,Animal_1,Nose,H11,12046,12085
2,D1_C2A3,Animal_1,Nose,H11,14941,14960
3,D1_C2A3,Animal_1,Nose,H11,17135,17162
0,D1_C2A3,Animal_1,Nose,H9,3598,3674
1,D1_C2A3,Animal_1,Nose,H9,3687,3694
2,D1_C2A3,Animal_1,Nose,H9,7408,7436
3,D1_C2A3,Animal_1,Nose,H9,11777,11814
4,D1_C2A3,Animal_1,Nose,H9,16980,17000
0,D1_C2A3,Animal_1,Nose,H6,4632,4684
1,D1_C2A3,Animal_1,Nose,H6,4697,4831
2,D1_C2A3,Animal_1,Nose,H6,11393,11436
3,D1_C2A3,Animal_1,Nose,H6,14614,14620
4,D1_C2A3,Animal_1,Nose,H6,16726,16744
0,D1_C2A4,Animal_1,Nose,H1,1261,1415
1,D1_C2A4,Animal_1,Nose,H1,1420,1421
2,D1_C2A4,Animal_1,Nose,H1,1446,1461
3,D1_C2A4,Animal_1,Nose,H1,1536,1574
4,D1_C2A4,Animal_1,Nose,H1,1577,1577
5,D1_C2A4,Animal_1,Nose,H1,1589,1591
6,D1_C2A4,Animal_1,Nose,H1,1615,1615
7,D1_C2A4,Animal_1,Nose,H1,1619,1667
8,D1_C2A4,Animal_1,Nose,H1,2323,2343
9,D1_C2A4,Animal_1,Nose,H1,2345,2345
10,D1_C2A4,Animal_1,Nose,H1,2423,2433
11,D1_C2A4,Animal_1,Nose,H1,2435,2517
12,D1_C2A4,Animal_1,Nose,H1,2548,2590
13,D1_C2A4,Animal_1,Nose,H1,2599,2623
14,D1_C2A4,Animal_1,Nose,H1,2643,2644
15,D1_C2A4,Animal_1,Nose,H1,2651,2773
16,D1_C2A4,Animal_1,Nose,H1,2797,2806
17,D1_C2A4,Animal_1,Nose,H1,8077,8125
18,D1_C2A4,Animal_1,Nose,H1,8194,8284
0,D1_C2A4,Animal_1,Nose,H2,660,789
1,D1_C2A4,Animal_1,Nose,H2,805,925
2,D1_C2A4,Animal_1,Nose,H2,954,974
3,D1_C2A4,Animal_1,Nose,H2,1067,1105
4,D1_C2A4,Animal_1,Nose,H2,2816,2832
5,D1_C2A4,Animal_1,Nose,H2,2840,2855
6,D1_C2A4,Animal_1,Nose,H2,2868,2870
7,D1_C2A4,Animal_1,Nose,H2,4532,4578
8,D1_C2A4,Animal_1,Nose,H2,4584,4604
9,D1_C2A4,Animal_1,Nose,H2,4631,4633
10,D1_C2A4,Animal_1,Nose,H2,4664,4801
11,D1_C2A4,Animal_1,Nose,H2,4848,4933
12,D1_C2A4,Animal_1,Nose,H2,5102,5103
13,D1_C2A4,Animal_1,Nose,H2,5106,5144
14,D1_C2A4,Animal_1,Nose,H2,5221,5240
15,D1_C2A4,Animal_1,Nose,H2,5284,5450
16,D1_C2A4,Animal_1,Nose,H2,5454,5459
17,D1_C2A4,Animal_1,Nose,H2,5466,5474
18,D1_C2A4,Animal_1,Nose,H2,5477,6267
19,D1_C2A4,Animal_1,Nose,H2,6270,6270
20,D1_C2A4,Animal_1,Nose,H2,6460,6504
21,D1_C2A4,Animal_1,Nose,H2,6830,6940
22,D1_C2A4,Animal_1,Nose,H2,6979,6987
23,D1_C2A4,Animal_1,Nose,H2,7060,7065
24,D1_C2A4,Animal_1,Nose,H2,7139,7181
25,D1_C2A4,Animal_1,Nose,H2,7209,7294
26,D1_C2A4,Animal_1,Nose,H2,7345,7362
27,D1_C2A4,Animal_1,Nose,H2,7365,7369
28,D1_C2A4,Animal_1,Nose,H2,7381,7383
29,D1_C2A4,Animal_1,Nose,H2,7394,7414
30,D1_C2A4,Animal_1,Nose,H2,7438,7528
0,D1_C2A4,Animal_1,Nose,H0,1885,1923
1,D1_C2A4,Animal_1,Nose,H0,1965,2184
2,D1_C2A4,Animal_1,Nose,H0,2197,2204
3,D1_C2A4,Animal_1,Nose,H0,2213,2248
4,D1_C2A4,Animal_1,Nose,H0,3963,3963
5,D1_C2A4,Animal_1,Nose,H0,3965,4074
6,D1_C2A4,Animal_1,Nose,H0,4112,4213
7,D1_C2A4,Animal_1,Nose,H0,4220,4224
8,D1_C2A4,Animal_1,Nose,H0,4327,4398
9,D1_C2A4,Animal_1,Nose,H0,4412,4414
10,D1_C2A4,Animal_1,Nose,H0,8465,8639
11,D1_C2A4,Animal_1,Nose,H0,8651,9128
12,D1_C2A4,Animal_1,Nose,H0,9228,9407
13,D1_C2A4,Animal_1,Nose,H0,9416,9416
14,D1_C2A4,Animal_1,Nose,H0,9418,9429
15,D1_C2A4,Animal_1,Nose,H0,9431,9431
16,D1_C2A4,Animal_1,Nose,H0,9440,9440
17,D1_C2A4,Animal_1,Nose,H0,9450,9453
18,D1_C2A4,Animal_1,Nose,H0,9468,9469
19,D1_C2A4,Animal_1,Nose,H0,9471,9474
20,D1_C2A4,Animal_1,Nose,H0,9493,9494
0,D1_C2A4,Animal_1,Nose,H3,3187,3198
0,D1_C2A4,Animal_1,Nose,H4,3253,3299
1,D1_C2A4,Animal_1,Nose,H4,3302,3303
2,D1_C2A4,Animal_1,Nose,H4,3306,3314
3,D1_C2A4,Animal_1,Nose,H4,3331,3355
4,D1_C2A4,Animal_1,Nose,H4,3367,3382
0,D2_C1A1,Animal_1,Nose,H13,16555,16620
1,D2_C1A1,Animal_1,Nose,H13,17132,17188
0,D2_C1A1,Animal_1,Nose,H15,15724,15859
0,D2_C1A1,Animal_1,Nose,H6,11780,11863
1,D2_C1A1,Animal_1,Nose,H6,11874,11895
2,D2_C1A1,Animal_1,Nose,H6,11897,11963
3,D2_C1A1,Animal_1,Nose,H6,11969,11970
4,D2_C1A1,Animal_1,Nose,H6,11990,12047
5,D2_C1A1,Animal_1,Nose,H6,12049,12068
6,D2_C1A1,Animal_1,Nose,H6,12686,12935
7,D2_C1A1,Animal_1,Nose,H6,13873,13937
8,D2_C1A1,Animal_1,Nose,H6,13941,13963
9,D2_C1A1,Animal_1,Nose,H6,13965,13968
10,D2_C1A1,Animal_1,Nose,H6,13977,14029
11,D2_C1A1,Animal_1,Nose,H6,14031,14031
0,D2_C1A1,Animal_1,Nose,H9,17607,17722
1,D2_C1A1,Animal_1,Nose,H9,17814,17898
0,D2_C1A1,Animal_1,Nose,H14,15339,15526
1,D2_C1A1,Animal_1,Nose,H14,15658,15659
2,D2_C1A1,Animal_1,Nose,H14,15661,15661
3,D2_C1A1,Animal_1,Nose,H14,15933,16010
4,D2_C1A1,Animal_1,Nose,H14,16012,16012
5,D2_C1A1,Animal_1,Nose,H14,16215,16328
6,D2_C1A1,Animal_1,Nose,H14,16825,16915
0,D2_C1A1,Animal_1,Nose,H7,12211,12302
1,D2_C1A1,Animal_1,Nose,H7,12456,12550
2,D2_C1A1,Animal_1,Nose,H7,12554,12554
0,D2_C1A1,Animal_1,Nose,H12,17232,17344
0,D2_C1A1,Animal_1,Nose,H5,10502,10563
1,D2_C1A1,Animal_1,Nose,H5,10591,10656
2,D2_C1A1,Animal_1,Nose,H5,10661,10664
3,D2_C1A1,Animal_1,Nose,H5,10668,10671
4,D2_C1A1,Animal_1,Nose,H5,10674,10777
5,D2_C1A1,Animal_1,Nose,H5,10799,10800
6,D2_C1A1,Animal_1,Nose,H5,10839,10842
7,D2_C1A1,Animal_1,Nose,H5,10963,10981
8,D2_C1A1,Animal_1,Nose,H5,10989,11027
9,D2_C1A1,Animal_1,Nose,H5,11043,11064
10,D2_C1A1,Animal_1,Nose,H5,11071,11087
11,D2_C1A1,Animal_1,Nose,H5,11115,11158
12,D2_C1A1,Animal_1,Nose,H5,11183,11191
13,D2_C1A1,Animal_1,Nose,H5,11195,11196
14,D2_C1A1,Animal_1,Nose,H5,11292,11296
15,D2_C1A1,Animal_1,Nose,H5,11328,11330
16,D2_C1A1,Animal_1,Nose,H5,11343,11401
17,D2_C1A1,Animal_1,Nose,H5,13016,13299
18,D2_C1A1,Animal_1,Nose,H5,13301,13303
19,D2_C1A1,Animal_1,Nose,H5,13563,13630
0,D2_C1A1,Animal_1,Nose,H10,17505,17542
0,D2_C1A1,Animal_1,Nose,H4,4892,5092
1,D2_C1A1,Animal_1,Nose,H4,5095,5137
2,D2_C1A1,Animal_1,Nose,H4,5140,5162
3,D2_C1A1,Animal_1,Nose,H4,5169,5169
4,D2_C1A1,Animal_1,Nose,H4,5516,5616
5,D2_C1A1,Animal_1,Nose,H4,5750,5769
6,D2_C1A1,Animal_1,Nose,H4,5774,5777
7,D2_C1A1,Animal_1,Nose,H4,5786,6299
8,D2_C1A1,Animal_1,Nose,H4,6301,6301
9,D2_C1A1,Animal_1,Nose,H4,6303,6303
10,D2_C1A1,Animal_1,Nose,H4,6407,7415
11,D2_C1A1,Animal_1,Nose,H4,7425,7435
12,D2_C1A1,Animal_1,Nose,H4,7563,7586
13,D2_C1A1,Animal_1,Nose,H4,7605,7631
14,D2_C1A1,Animal_1,Nose,H4,7645,7676
15,D2_C1A1,Animal_1,Nose,H4,7886,7980
16,D2_C1A1,Animal_1,Nose,H4,8140,8140
17,D2_C1A1,Animal_1,Nose,H4,8142,8423
18,D2_C1A1,Animal_1,Nose,H4,8525,8810
19,D2_C1A1,Animal_1,Nose,H4,8890,9337
20,D2_C1A1,Animal_1,Nose,H4,9692,9712
21,D2_C1A1,Animal_1,Nose,H4,9787,9794
22,D2_C1A1,Animal_1,Nose,H4,9802,9803
23,D2_C1A1,Animal_1,Nose,H4,9819,9819
24,D2_C1A1,Animal_1,Nose,H4,9824,9939
25,D2_C1A1,Animal_1,Nose,H4,9947,9952
26,D2_C1A1,Animal_1,Nose,H4,9971,10015
27,D2_C1A1,Animal_1,Nose,H4,10201,10300
0,D2_C1A2,Animal_1,Nose,H14,8637,8727
0,D2_C1A2,Animal_1,Nose,H19,6667,6701
1,D2_C1A2,Animal_1,Nose,H19,6913,7080
0,D2_C1A2,Animal_1,Nose,H17,7405,7517
1,D2_C1A2,Animal_1,Nose,H17,8057,8062
2,D2_C1A2,Animal_1,Nose,H17,8078,8100
3,D2_C1A2,Animal_1,Nose,H17,8103,8115
4,D2_C1A2,Animal_1,Nose,H17,8132,8132
5,D2_C1A2,Animal_1,Nose,H17,8176,8189
6,D2_C1A2,Animal_1,Nose,H17,8191,8191
7,D2_C1A2,Animal_1,Nose,H17,8193,8194
8,D2_C1A2,Animal_1,Nose,H17,8203,8211
9,D2_C1A2,Animal_1,Nose,H17,8368,8379
0,D2_C1A2,Animal_1,Nose,H0,6139,6160
1,D2_C1A2,Animal_1,Nose,H0,6163,6163
2,D2_C1A2,Animal_1,Nose,H0,6169,6171
3,D2_C1A2,Animal_1,Nose,H0,6244,6506
4,D2_C1A2,Animal_1,Nose,H0,9807,10134
5,D2_C1A2,Animal_1,Nose,H0,10317,10570
6,D2_C1A2,Animal_1,Nose,H0,10810,11139
7,D2_C1A2,Animal_1,Nose,H0,11276,11348
8,D2_C1A2,Animal_1,Nose,H0,11405,11541
9,D2_C1A2,Animal_1,Nose,H0,11544,11547
10,D2_C1A2,Animal_1,Nose,H0,11550,11552
11,D2_C1A2,Animal_1,Nose,H0,11556,11557
12,D2_C1A2,Animal_1,Nose,H0,11559,11561
13,D2_C1A2,Animal_1,Nose,H0,11568,11569
14,D2_C1A2,Animal_1,Nose,H0,11575,11575
15,D2_C1A2,Animal_1,Nose,H0,11578,11579
16,D2_C1A2,Animal_1,Nose,H0,11603,11628
17,D2_C1A2,Animal_1,Nose,H0,11675,11676
18,D2_C1A2,Animal_1,Nose,H0,11683,11684
19,D2_C1A2,Animal_1,Nose,H0,11692,11694
20,D2_C1A2,Animal_1,Nose,H0,11699,11715
21,D2_C1A2,Animal_1,Nose,H0,11722,11772
0,D2_C1A2,Animal_1,Nose,H1,5806,5896
0,D2_C1A2,Animal_1,Nose,H4,9186,9312
1,D2_C1A2,Animal_1,Nose,H4,9402,9455
0,D2_C1A2,Animal_1,Nose,H18,7146,7213
1,D2_C1A2,Animal_1,Nose,H18,7217,7218
2,D2_C1A2,Animal_1,Nose,H18,7222,7223
3,D2_C1A2,Animal_1,Nose,H18,7229,7239
4,D2_C1A2,Animal_1,Nose,H18,7242,7244
0,D2_C1A2,Animal_1,Nose,H13,8946,8969
0,D2_C1A2,Animal_1,Nose,H3,1363,1462
1,D2_C1A2,Animal_1,Nose,H3,1492,1505
2,D2_C1A2,Animal_1,Nose,H3,1624,1894
3,D2_C1A2,Animal_1,Nose,H3,1928,2152
4,D2_C1A2,Animal_1,Nose,H3,2167,2167
5,D2_C1A2,Animal_1,Nose,H3,2184,2187
6,D2_C1A2,Animal_1,Nose,H3,2246,2520
7,D2_C1A2,Animal_1,Nose,H3,2542,2554
8,D2_C1A2,Animal_1,Nose,H3,2569,2588
9,D2_C1A2,Animal_1,Nose,H3,2750,2769
10,D2_C1A2,Animal_1,Nose,H3,2833,2833
11,D2_C1A2,Animal_1,Nose,H3,2840,2843
12,D2_C1A2,Animal_1,Nose,H3,2845,3023
13,D2_C1A2,Animal_1,Nose,H3,3117,3203
14,D2_C1A2,Animal_1,Nose,H3,3206,3244
15,D2_C1A2,Animal_1,Nose,H3,3250,3253
16,D2_C1A2,Animal_1,Nose,H3,3256,3262
17,D2_C1A2,Animal_1,Nose,H3,3279,3279
18,D2_C1A2,Animal_1,Nose,H3,3281,3283
19,D2_C1A2,Animal_1,Nose,H3,3285,3653
20,D2_C1A2,Animal_1,Nose,H3,3670,3717
21,D2_C1A2,Animal_1,Nose,H3,3721,3741
22,D2_C1A2,Animal_1,Nose,H3,3837,3849
23,D2_C1A2,Animal_1,Nose,H3,3913,4588
24,D2_C1A2,Animal_1,Nose,H3,4592,4598
25,D2_C1A2,Animal_1,Nose,H3,4610,4612
26,D2_C1A2,Animal_1,Nose,H3,4857,4964
27,D2_C1A2,Animal_1,Nose,H3,4969,4972
28,D2_C1A2,Animal_1,Nose,H3,4975,4988
29,D2_C1A2,Animal_1,Nose,H3,5438,5440
30,D2_C1A2,Animal_1,Nose,H3,5443,5443
31,D2_C1A2,Animal_1,Nose,H3,5445,5557
32,D2_C1A2,Animal_1,Nose,H3,5560,5567
0,D2_C1A2,Animal_1,Nose,H2,5614,5687
1,D2_C1A2,Animal_1,Nose,H2,5714,5764
0,D2_C1A3,Animal_1,Nose,H1,220,290
1,D2_C1A3,Animal_1,Nose,H1,891,928
2,D2_C1A3,Animal_1,Nose,H1,933,949
3,D2_C1A3,Animal_1,Nose,H1,959,968
4,D2_C1A3,Animal_1,Nose,H1,978,978
5,D2_C1A3,Animal_1,Nose,H1,1016,1039
6,D2_C1A3,Animal_1,Nose,H1,1042,1104
7,D2_C1A3,Animal_1,Nose,H1,1265,1370
8,D2_C1A3,Animal_1,Nose,H1,2686,2701
9,D2_C1A3,Animal_1,Nose,H1,2706,2706
10,D2_C1A3,Animal_1,Nose,H1,2935,2973
11,D2_C1A3,Animal_1,Nose,H1,2993,3048
0,D2_C1A3,Animal_1,Nose,H18,1749,1778
0,D2_C1A3,Animal_1,Nose,H19,1658,1718
0,D2_C1A3,Animal_1,Nose,H17,1894,1938
0,D2_C1A3,Animal_1,Nose,H16,2137,2165
0,D2_C1A3,Animal_1,Nose,H0,349,416
1,D2_C1A3,Animal_1,Nose,H0,448,580
2,D2_C1A3,Animal_1,Nose,H0,732,780
3,D2_C1A3,Animal_1,Nose,H0,1394,1422
4,D2_C1A3,Animal_1,Nose,H0,1425,1488
5,D2_C1A3,Animal_1,Nose,H0,1507,1628
6,D2_C1A3,Animal_1,Nose,H0,2315,2386
7,D2_C1A3,Animal_1,Nose,H0,2393,2423
8,D2_C1A3,Animal_1,Nose,H0,2441,2499
9,D2_C1A3,Animal_1,Nose,H0,2501,2556
10,D2_C1A3,Animal_1,Nose,H0,2595,2661
11,D2_C1A3,Animal_1,Nose,H0,3202,3308
12,D2_C1A3,Animal_1,Nose,H0,3313,3343
0,D2_C2A1,Animal_1,Nose,H8,9331,9344
0,D2_C2A1,Animal_1,Nose,H1,4695,4958
1,D2_C2A1,Animal_1,Nose,H1,7415,7471
0,D2_C2A1,Animal_1,Nose,H12,14903,15017
1,D2_C2A1,Animal_1,Nose,H12,15019,15020
2,D2_C2A1,Animal_1,Nose,H12,15027,15027
3,D2_C2A1,Animal_1,Nose,H12,15029,15032
4,D2_C2A1,Animal_1,Nose,H12,15041,15084
5,D2_C2A1,Animal_1,Nose,H12,15089,15090
6,D2_C2A1,Animal_1,Nose,H12,15153,15153
0,D2_C2A1,Animal_1,Nose,H15,10071,10106
1,D2_C2A1,Animal_1,Nose,H15,15410,15449
0,D2_C2A1,Animal_1,Nose,H19,17416,17436
0,D2_C2A1,Animal_1,Nose,H17,10195,10243
1,D2_C2A1,Animal_1,Nose,H17,17906,17908
2,D2_C2A1,Animal_1,Nose,H17,17939,17999
0,D2_C2A1,Animal_1,Nose,H10,9736,9776
0,D2_C2A1,Animal_1,Nose,H11,9860,9885
0,D2_C2A1,Animal_1,Nose,H13,15279,15318
1,D2_C2A1,Animal_1,Nose,H13,16359,16364
0,D2_C2A1,Animal_1,Nose,H7,8949,8958
1,D2_C2A1,Animal_1,Nose,H7,12450,12497
0,D2_C2A1,Animal_1,Nose,H3,2584,2826
1,D2_C2A1,Animal_1,Nose,H3,12870,12880
0,D2_C2A1,Animal_1,Nose,H6,8484,8528
1,D2_C2A1,Animal_1,Nose,H6,12547,12692
0,D2_C2A1,Animal_1,Nose,H0,5042,5046
1,D2_C2A1,Animal_1,Nose,H0,5052,5092
2,D2_C2A1,Animal_1,Nose,H0,7782,7987
3,D2_C2A1,Animal_1,Nose,H0,17093,17216
0,D2_C2A1,Animal_1,Nose,H2,2979,3101
1,D2_C2A1,Animal_1,Nose,H2,4201,4272
2,D2_C2A1,Animal_1,Nose,H2,7118,7137
0,D2_C2A1,Animal_1,Nose,H9,9379,9410
1,D2_C2A1,Animal_1,Nose,H9,16630,16640
0,D2_C2A2,Animal_1,Nose,H5,3960,4019
1,D2_C2A2,Animal_1,Nose,H5,4150,4177
0,D2_C2A2,Animal_1,Nose,H1,8981,9040
1,D2_C2A2,Animal_1,Nose,H1,9047,9053
2,D2_C2A2,Animal_1,Nose,H1,9055,9055
3,D2_C2A2,Animal_1,Nose,H1,9073,9113
4,D2_C2A2,Animal_1,Nose,H1,9474,9541
5,D2_C2A2,Animal_1,Nose,H1,13490,13511
6,D2_C2A2,Animal_1,Nose,H1,16474,16546
0,D2_C2A2,Animal_1,Nose,H15,7516,7551
1,D2_C2A2,Animal_1,Nose,H15,7562,7569
2,D2_C2A2,Animal_1,Nose,H15,7589,7606
3,D2_C2A2,Animal_1,Nose,H15,7608,7608
4,D2_C2A2,Animal_1,Nose,H15,7610,7610
0,D2_C2A2,Animal_1,Nose,H10,5344,5385
1,D2_C2A2,Animal_1,Nose,H10,5397,5416
2,D2_C2A2,Animal_1,Nose,H10,5441,5478
3,D2_C2A2,Animal_1,Nose,H10,5906,5918
4,D2_C2A2,Animal_1,Nose,H10,5923,5947
5,D2_C2A2,Animal_1,Nose,H10,5969,5977
6,D2_C2A2,Animal_1,Nose,H10,5979,5979
7,D2_C2A2,Animal_1,Nose,H10,6750,6751
8,D2_C2A2,Animal_1,Nose,H10,6754,6809
0,D2_C2A2,Animal_1,Nose,H12,2018,2110
1,D2_C2A2,Animal_1,Nose,H12,2457,2458
2,D2_C2A2,Animal_1,Nose,H12,2469,2476
3,D2_C2A2,Animal_1,Nose,H12,2491,2494
4,D2_C2A2,Animal_1,Nose,H12,2508,2511
5,D2_C2A2,Animal_1,Nose,H12,12328,12390
6,D2_C2A2,Animal_1,Nose,H12,12392,12395
0,D2_C2A2,Animal_1,Nose,H16,2925,2942
1,D2_C2A2,Animal_1,Nose,H16,7786,7812
2,D2_C2A2,Animal_1,Nose,H16,7826,7828
3,D2_C2A2,Animal_1,Nose,H16,12803,12819
4,D2_C2A2,Animal_1,Nose,H16,12831,12865
0,D2_C2A2,Animal_1,Nose,H14,7243,7263
1,D2_C2A2,Animal_1,Nose,H14,12581,12612
0,D2_C2A2,Animal_1,Nose,H17,3243,3243
1,D2_C2A2,Animal_1,Nose,H17,3245,3336
2,D2_C2A2,Animal_1,Nose,H17,7906,7912
3,D2_C2A2,Animal_1,Nose,H17,10407,10442
0,D2_C2A2,Animal_1,Nose,H0,8316,8523
1,D2_C2A2,Animal_1,Nose,H0,8655,8705
2,D2_C2A2,Animal_1,Nose,H0,8738,8875
3,D2_C2A2,Animal_1,Nose,H0,9862,9976
4,D2_C2A2,Animal_1,Nose,H0,10017,10054
5,D2_C2A2,Animal_1,Nose,H0,13411,13455
6,D2_C2A2,Animal_1,Nose,H0,14326,14414
7,D2_C2A2,Animal_1,Nose,H0,16614,16651
8,D2_C2A2,Animal_1,Nose,H0,17947,17999
0,D2_C2A2,Animal_1,Nose,H2,16241,16322
0,D2_C2A2,Animal_1,Nose,H18,8003,8022
1,D2_C2A2,Animal_1,Nose,H18,10183,10220
2,D2_C2A2,Animal_1,Nose,H18,13072,13112
3,D2_C2A2,Animal_1,Nose,H18,14862,14895
4,D2_C2A2,Animal_1,Nose,H18,14925,14944
0,D2_C2A2,Animal_1,Nose,H7,4641,4660
0,D2_C2A2,Animal_1,Nose,H9,5196,5213
1,D2_C2A2,Animal_1,Nose,H9,6867,6892
2,D2_C2A2,Animal_1,Nose,H9,11836,11845
3,D2_C2A2,Animal_1,Nose,H9,12061,12093
0,D2_C2A2,Animal_1,Nose,H11,5584,5623
1,D2_C2A2,Animal_1,Nose,H11,5719,5753
2,D2_C2A2,Animal_1,Nose,H11,5770,5779
3,D2_C2A2,Animal_1,Nose,H11,6233,6316
4,D2_C2A2,Animal_1,Nose,H11,6346,6401
5,D2_C2A2,Animal_1,Nose,H11,6411,6485
6,D2_C2A2,Animal_1,Nose,H11,12235,12249
0,D2_C2A2,Animal_1,Nose,H19,8200,8230
1,D2_C2A2,Animal_1,Nose,H19,8235,8238
2,D2_C2A2,Animal_1,Nose,H19,8277,8279
3,D2_C2A2,Animal_1,Nose,H19,13203,13269
4,D2_C2A2,Animal_1,Nose,H19,14696,14700
5,D2_C2A2,Animal_1,Nose,H19,14703,14729
6,D2_C2A2,Animal_1,Nose,H19,16704,16752
7,D2_C2A2,Animal_1,Nose,H19,17040,17061
8,D2_C2A2,Animal_1,Nose,H19,17076,17095
9,D2_C2A2,Animal_1,Nose,H19,17218,17231
10,D2_C2A2,Animal_1,Nose,H19,17240,17249
11,D2_C2A2,Animal_1,Nose,H19,17295,17317
12,D2_C2A2,Animal_1,Nose,H19,17500,17502
13,D2_C2A2,Animal_1,Nose,H19,17589,17593
14,D2_C2A2,Animal_1,Nose,H19,17597,17628
15,D2_C2A2,Animal_1,Nose,H19,17647,17687
16,D2_C2A2,Animal_1,Nose,H19,17703,17703
17,D2_C2A2,Animal_1,Nose,H19,17743,17743
0,D2_C2A2,Animal_1,Nose,H13,1210,1251
1,D2_C2A2,Animal_1,Nose,H13,1442,1485
2,D2_C2A2,Animal_1,Nose,H13,1493,1496
3,D2_C2A2,Animal_1,Nose,H13,12500,12525
0,D2_C2A2,Animal_1,Nose,H3,11205,11252
1,D2_C2A2,Animal_1,Nose,H3,15798,15824
2,D2_C2A2,Animal_1,Nose,H3,15845,15958
0,D2_C2A2,Animal_1,Nose,H4,4390,4455
1,D2_C2A2,Animal_1,Nose,H4,11355,11372
0,D2_C2A3,Animal_1,Nose,H18,1453,1486
