,VIDEO,ANIMAL,BODY-PART,SHAPE,ENTRY FRAMES,EXIT FRAMES
1,D7_3931cropped,Animal_1,Nose,H12,1992,2004
0,D7_8515cropped,Animal_1,Nose,H4,334,341
1,D7_8515cropped,Animal_1,Nose,H4,824,830
2,D7_8515cropped,Animal_1,Nose,H4,854,862
3,D7_8515cropped,Animal_1,Nose,H4,1088,1093
4,D7_8515cropped,Animal_1,Nose,H4,1122,1127
5,D7_8515cropped,Animal_1,Nose,H4,2338,2341
6,D7_8515cropped,Animal_1,Nose,H4,4447,4447
7,D7_8515cropped,Animal_1,Nose,H4,4449,4454
0,D7_8515cropped,Animal_1,Nose,H7,276,284
1,D7_8515cropped,Animal_1,Nose,H7,293,293
2,D7_8515cropped,Animal_1,Nose,H7,768,774
3,D7_8515cropped,Animal_1,Nose,H7,2444,2448
4,D7_8515cropped,Animal_1,Nose,H7,3197,3198
5,D7_8515cropped,Animal_1,Nose,H7,3712,3719
6,D7_8515cropped,Animal_1,Nose,H7,3723,3726
0,D7_8515cropped,Animal_1,Nose,H9,242,250
1,D7_8515cropped,Animal_1,Nose,H9,1006,1007
2,D7_8515cropped,Animal_1,Nose,H9,1011,1017
3,D7_8515cropped,Animal_1,Nose,H9,3687,3691
0,D7_8515cropped,Animal_1,Nose,H3,390,401
1,D7_8515cropped,Animal_1,Nose,H3,1135,1136
2,D7_8515cropped,Animal_1,Nose,H3,2303,2308
3,D7_8515cropped,Animal_1,Nose,H3,3790,3794
4,D7_8515cropped,Animal_1,Nose,H3,4497,4504
0,D7_8515cropped,Animal_1,Nose,H0,65,78
1,D7_8515cropped,Animal_1,Nose,H0,80,80
2,D7_8515cropped,Animal_1,Nose,H0,440,453
3,D7_8515cropped,Animal_1,Nose,H0,1190,1203
4,D7_8515cropped,Animal_1,Nose,H0,1210,1213
5,D7_8515cropped,Animal_1,Nose,H0,1602,1690
6,D7_8515cropped,Animal_1,Nose,H0,2096,2112
7,D7_8515cropped,Animal_1,Nose,H0,2149,2159
8,D7_8515cropped,Animal_1,Nose,H0,2830,2861
9,D7_8515cropped,Animal_1,Nose,H0,2913,2956
10,D7_8515cropped,Animal_1,Nose,H0,3017,3025
11,D7_8515cropped,Animal_1,Nose,H0,3027,3028
12,D7_8515cropped,Animal_1,Nose,H0,3868,3946
0,D7_8515cropped,Animal_1,Nose,H16,523,538
1,D7_8515cropped,Animal_1,Nose,H16,554,572
2,D7_8515cropped,Animal_1,Nose,H16,629,636
3,D7_8515cropped,Animal_1,Nose,H16,1349,1355
4,D7_8515cropped,Animal_1,Nose,H16,1393,1401
5,D7_8515cropped,Animal_1,Nose,H16,1800,1806
6,D7_8515cropped,Animal_1,Nose,H16,1890,1894
7,D7_8515cropped,Animal_1,Nose,H16,2594,2599
8,D7_8515cropped,Animal_1,Nose,H16,4145,4146
9,D7_8515cropped,Animal_1,Nose,H16,4150,4163
0,D7_8515cropped,Animal_1,Nose,H2,408,420
1,D7_8515cropped,Animal_1,Nose,H2,1142,1143
2,D7_8515cropped,Animal_1,Nose,H2,2264,2268
3,D7_8515cropped,Animal_1,Nose,H2,2301,2301
4,D7_8515cropped,Animal_1,Nose,H2,3828,3849
5,D7_8515cropped,Animal_1,Nose,H2,4508,4514
0,D7_8515cropped,Animal_1,Nose,H18,491,501
1,D7_8515cropped,Animal_1,Nose,H18,1227,1233
2,D7_8515cropped,Animal_1,Nose,H18,1717,1723
3,D7_8515cropped,Animal_1,Nose,H18,2724,2747
4,D7_8515cropped,Animal_1,Nose,H18,3580,3586
5,D7_8515cropped,Animal_1,Nose,H18,3967,3967
6,D7_8515cropped,Animal_1,Nose,H18,4624,4635
0,D7_8515cropped,Animal_1,Nose,H1,40,55
1,D7_8515cropped,Animal_1,Nose,H1,427,434
2,D7_8515cropped,Animal_1,Nose,H1,1148,1154
3,D7_8515cropped,Animal_1,Nose,H1,2206,2208
4,D7_8515cropped,Animal_1,Nose,H1,2260,2261
5,D7_8515cropped,Animal_1,Nose,H1,3111,3115
6,D7_8515cropped,Animal_1,Nose,H1,3122,3122
7,D7_8515cropped,Animal_1,Nose,H1,3856,3862
0,D7_8515cropped,Animal_1,Nose,H5,314,324
1,D7_8515cropped,Animal_1,Nose,H5,801,806
2,D7_8515cropped,Animal_1,Nose,H5,810,817
3,D7_8515cropped,Animal_1,Nose,H5,1072,1072
4,D7_8515cropped,Animal_1,Nose,H5,1076,1083
5,D7_8515cropped,Animal_1,Nose,H5,4433,4439
0,D7_8515cropped,Animal_1,Nose,H13,163,173
1,D7_8515cropped,Animal_1,Nose,H13,668,674
2,D7_8515cropped,Animal_1,Nose,H13,1445,1454
3,D7_8515cropped,Animal_1,Nose,H13,1484,1484
4,D7_8515cropped,Animal_1,Nose,H13,3384,3391
5,D7_8515cropped,Animal_1,Nose,H13,3627,3632
6,D7_8515cropped,Animal_1,Nose,H13,4309,4311
7,D7_8515cropped,Animal_1,Nose,H13,4314,4314
0,D7_8515cropped,Animal_1,Nose,H15,126,128
1,D7_8515cropped,Animal_1,Nose,H15,936,939
2,D7_8515cropped,Animal_1,Nose,H15,967,970
3,D7_8515cropped,Animal_1,Nose,H15,1418,1418
4,D7_8515cropped,Animal_1,Nose,H15,1811,1815
5,D7_8515cropped,Animal_1,Nose,H15,1852,1854
6,D7_8515cropped,Animal_1,Nose,H15,1863,1868
7,D7_8515cropped,Animal_1,Nose,H15,1884,1885
8,D7_8515cropped,Animal_1,Nose,H15,2551,2553
9,D7_8515cropped,Animal_1,Nose,H15,4211,4215
10,D7_8515cropped,Animal_1,Nose,H15,4217,4236
11,D7_8515cropped,Animal_1,Nose,H15,4284,4288
0,D7_8515cropped,Animal_1,Nose,H12,186,192
1,D7_8515cropped,Animal_1,Nose,H12,683,688
2,D7_8515cropped,Animal_1,Nose,H12,3351,3357
3,D7_8515cropped,Animal_1,Nose,H12,3651,3655
0,D7_8515cropped,Animal_1,Nose,H8,259,270
1,D7_8515cropped,Animal_1,Nose,H8,1026,1032
2,D7_8515cropped,Animal_1,Nose,H8,3698,3705
0,D7_8515cropped,Animal_1,Nose,H6,296,304
1,D7_8515cropped,Animal_1,Nose,H6,784,791
2,D7_8515cropped,Animal_1,Nose,H6,1061,1066
3,D7_8515cropped,Animal_1,Nose,H6,1070,1070
4,D7_8515cropped,Animal_1,Nose,H6,2408,2414
5,D7_8515cropped,Animal_1,Nose,H6,3767,3774
0,D7_8515cropped,Animal_1,Nose,H17,507,516
1,D7_8515cropped,Animal_1,Nose,H17,1750,1757
2,D7_8515cropped,Animal_1,Nose,H17,2000,2004
3,D7_8515cropped,Animal_1,Nose,H17,2663,2664
4,D7_8515cropped,Animal_1,Nose,H17,2693,2701
5,D7_8515cropped,Animal_1,Nose,H17,2706,2718
6,D7_8515cropped,Animal_1,Nose,H17,3973,3999
0,D7_8515cropped,Animal_1,Nose,H19,475,482
1,D7_8515cropped,Animal_1,Nose,H19,1709,1712
2,D7_8515cropped,Animal_1,Nose,H19,2800,2802
3,D7_8515cropped,Animal_1,Nose,H19,4615,4619
0,D7_8515cropped,Animal_1,Nose,H11,202,207
1,D7_8515cropped,Animal_1,Nose,H11,697,702
2,D7_8515cropped,Animal_1,Nose,H11,3319,3321
3,D7_8515cropped,Animal_1,Nose,H11,3663,3667
4,D7_8515cropped,Animal_1,Nose,H11,4358,4359
5,D7_8515cropped,Animal_1,Nose,H11,4364,4368
0,D7_8515cropped,Animal_1,Nose,H14,141,151
1,D7_8515cropped,Animal_1,Nose,H14,655,659
2,D7_8515cropped,Animal_1,Nose,H14,1423,1437
3,D7_8515cropped,Animal_1,Nose,H14,3395,3397
4,D7_8515cropped,Animal_1,Nose,H14,3614,3618
0,D7_8515cropped,Animal_1,Nose,H10,222,231
1,D7_8515cropped,Animal_1,Nose,H10,240,240
2,D7_8515cropped,Animal_1,Nose,H10,740,747
3,D7_8515cropped,Animal_1,Nose,H10,2483,2484
4,D7_8515cropped,Animal_1,Nose,H10,3676,3681
5,D7_8515cropped,Animal_1,Nose,H10,4404,4407
0,D7_8910cropped,Animal_1,Nose,H0,0,26
1,D7_8910cropped,Animal_1,Nose,H0,167,182
2,D7_8910cropped,Animal_1,Nose,H0,190,247
3,D7_8910cropped,Animal_1,Nose,H0,249,256
0,D7_8910cropped,Animal_1,Nose,H1,51,72
1,D7_8910cropped,Animal_1,Nose,H1,76,76
2,D7_8910cropped,Animal_1,Nose,H1,79,80
3,D7_8910cropped,Animal_1,Nose,H1,95,109
4,D7_8910cropped,Animal_1,Nose,H1,139,146
0,D7_8930cropped,Animal_1,Nose,H1,2799,2823
0,D7_8930cropped,Animal_1,Nose,H18,858,858
1,D7_8930cropped,Animal_1,Nose,H18,862,865
2,D7_8930cropped,Animal_1,Nose,H18,873,875
3,D7_8930cropped,Animal_1,Nose,H18,883,890
4,D7_8930cropped,Animal_1,Nose,H18,1871,1876
5,D7_8930cropped,Animal_1,Nose,H18,3528,3575
0,D7_8930cropped,Animal_1,Nose,H4,2206,2222
1,D7_8930cropped,Animal_1,Nose,H4,2226,2232
2,D7_8930cropped,Animal_1,Nose,H4,3805,3807
0,D7_8930cropped,Animal_1,Nose,H0,2633,2636
1,D7_8930cropped,Animal_1,Nose,H0,2682,2729
2,D7_8930cropped,Animal_1,Nose,H0,2741,2788
3,D7_8930cropped,Animal_1,Nose,H0,4005,4089
4,D7_8930cropped,Animal_1,Nose,H0,4091,4162
5,D7_8930cropped,Animal_1,Nose,H0,4174,4235
0,D7_8930cropped,Animal_1,Nose,H2,3068,3084
0,D7_8930cropped,Animal_1,Nose,H12,406,413
1,D7_8930cropped,Animal_1,Nose,H12,423,431
2,D7_8930cropped,Animal_1,Nose,H12,434,438
3,D7_8930cropped,Animal_1,Nose,H12,442,444
4,D7_8930cropped,Animal_1,Nose,H12,480,488
5,D7_8930cropped,Animal_1,Nose,H12,2908,2910
0,D7_8930cropped,Animal_1,Nose,H11,2923,2960
1,D7_8930cropped,Animal_1,Nose,H11,2964,2970
2,D7_8930cropped,Animal_1,Nose,H11,2974,2979
0,D7_8930cropped,Animal_1,Nose,H15,1491,1492
1,D7_8930cropped,Animal_1,Nose,H15,1494,1497
2,D7_8930cropped,Animal_1,Nose,H15,1500,1507
3,D7_8930cropped,Animal_1,Nose,H15,1580,1590
4,D7_8930cropped,Animal_1,Nose,H15,1595,1601
5,D7_8930cropped,Animal_1,Nose,H15,1611,1619
6,D7_8930cropped,Animal_1,Nose,H15,3326,3340
7,D7_8930cropped,Animal_1,Nose,H15,3353,3375
8,D7_8930cropped,Animal_1,Nose,H15,3465,3477
0,D7_8930cropped,Animal_1,Nose,H13,335,378
1,D7_8930cropped,Animal_1,Nose,H13,531,567
2,D7_8930cropped,Animal_1,Nose,H13,586,616
3,D7_8930cropped,Animal_1,Nose,H13,2401,2408
4,D7_8930cropped,Animal_1,Nose,H13,2423,2438
0,D7_8930cropped,Animal_1,Nose,H17,1672,1700
1,D7_8930cropped,Animal_1,Nose,H17,1706,1710
2,D7_8930cropped,Animal_1,Nose,H17,3585,3593
3,D7_8930cropped,Animal_1,Nose,H17,3599,3604
4,D7_8930cropped,Animal_1,Nose,H17,3616,3621
0,D7_8930cropped,Animal_1,Nose,H14,3168,3254
1,D7_8930cropped,Animal_1,Nose,H14,3284,3290
2,D7_8930cropped,Animal_1,Nose,H14,3296,3310
0,D7_8930cropped,Animal_1,Nose,H10,2126,2130
0,D7_8930cropped,Animal_1,Nose,H5,3782,3790
0,D7_8930cropped,Animal_1,Nose,H19,789,805
1,D7_8930cropped,Animal_1,Nose,H19,812,845
2,D7_8930cropped,Animal_1,Nose,H19,1913,1935
3,D7_8930cropped,Animal_1,Nose,H19,1951,1951
4,D7_8930cropped,Animal_1,Nose,H19,4262,4308
